"Price","Entire_Place","Bedrooms","Beds","Bathrooms","Amenities","Accommodates","Cleanliness_Rating","Host_Communication_Rating","Superhost"
100,"Entire",1,1,1,15,2,5,5,"f"
86,"Shared",1,1,1,28,2,5,5,"f"
46,"Shared",1,1,1,41,1,5,5,"f"
120,"Entire",1,1,1,37,2,4.9,5,"t"
154,"Entire",1,1,1,34,2,5,5,"t"
718,"Entire",2,2,2,54,4,4.95,5,"f"
80,"Entire",1,1,1,40,2,5,5,"f"
104,"Entire",3,3,1.5,21,5,5,5,"t"
140,"Entire",1,1,1,32,2,4.91,5,"t"
210,"Entire",1,1,1,50,2,5,5,"f"
98,"Shared",1,1,1,48,2,5,5,"t"
105,"Entire",1,1,1,48,2,5,5,"t"
93,"Shared",1,1,1,38,2,4.77,4.9,"t"
235,"Entire",1,1,1,48,3,4.64,5,"f"
123,"Shared",1,1,1,3,1,5,5,"f"
60,"Shared",1,2,1,39,4,5,4.91,"f"
94,"Shared",1,1,2,63,2,5,4.98,"t"
115,"Shared",1,1,1,22,2,4.4,4.9,"f"
69,"Shared",1,1,1,3,2,5,5,"f"
584,"Shared",1,2,2,63,6,4.81,5,"t"
75,"Shared",1,1,1,48,1,5,5,"f"
60,"Shared",1,1,1,38,2,4.9,4.86,"t"
167,"Entire",1,1,1,19,2,4.53,4.89,"f"
56,"Shared",1,1,1,38,2,5,4.87,"t"
109,"Shared",1,1,1,45,2,4.97,5,"t"
93,"Entire",1,1,1,49,3,5,5,"t"
60,"Shared",1,1,1,15,1,5,5,"f"
358,"Entire",4,4,2,36,8,5,5,"f"
828,"Entire",2,4,2,47,6,4.92,4.92,"t"
80,"Shared",1,1,1,27,2,5,5,"f"
250,"Entire",2,2,1,69,4,5,5,"f"
285,"Entire",2,2,1,28,5,4.92,4.96,"t"
290,"Entire",1,1,1,37,2,5,4.67,"f"
285,"Entire",2,3,2,34,4,5,5,"t"
70,"Shared",1,1,1,40,2,5,5,"t"
93,"Entire",1,1,1,46,2,5,5,"f"
286,"Entire",1,2,1,38,2,4.92,4.92,"t"
62,"Shared",1,1,1,15,1,4.75,5,"t"
69,"Shared",1,1,1,37,1,3.5,4.5,"t"
271,"Entire",1,2,1,47,3,4.67,5,"f"
514,"Entire",2,3,2,58,7,4.96,5,"t"
90,"Entire",2,1,1,33,4,5,5,"t"
250,"Entire",1,1,1,10,2,5,5,"f"
361,"Entire",1,2,1,57,3,4.96,4.96,"f"
705,"Entire",3,4,1.5,72,6,5,5,"f"
329,"Entire",1,2,1.5,52,4,4,5,"f"
140,"Entire",1,2,1,38,3,5,5,"t"
325,"Entire",3,3,3.5,70,6,4.82,4.97,"t"
220,"Entire",1,2,1,58,4,4.92,5,"t"
187,"Entire",1,1,1,15,2,4.85,4.88,"f"
79,"Shared",1,2,2.5,70,4,3.33,4.67,"f"
71,"Shared",1,1,1,39,1,4.68,4.92,"f"
36,"Shared",1,1,1,19,1,4,5,"f"
136,"Shared",1,1,1,29,2,5,5,"f"
65,"Shared",1,1,1,40,2,4.44,4.81,"f"
95,"Shared",1,1,1,31,1,5,5,"t"
120,"Entire",2,2,1,42,4,4.5,4.5,"f"
311,"Entire",1,1,1,50,2,5,5,"f"
40,"Shared",1,1,1,37,1,4,5,"t"
115,"Entire",2,2,1,46,5,3.5,3.5,"f"
276,"Entire",2,3,2,37,6,5,5,"f"
291,"Shared",2,3,1,51,6,4.76,4.73,"f"
500,"Entire",5,6,4,43,7,5,5,"f"
150,"Shared",1,1,1,56,2,4.89,4.86,"f"
230,"Entire",1,2,1,62,3,5,5,"t"
231,"Entire",1,2,1,62,2,4.77,4.88,"f"
339,"Shared",3,4,2,51,8,4.73,4.72,"f"
131,"Shared",1,1,1,57,2,4.82,4.88,"f"
131,"Shared",1,2,1,63,2,4.73,4.73,"f"
395,"Entire",2,2,2.5,49,5,5,5,"f"
49,"Shared",1,1,1,29,1,5,5,"t"
245,"Shared",2,3,1,49,4,4.55,4.86,"f"
74,"Entire",1,1,1,55,2,5,5,"f"
119,"Entire",1,2,1,40,4,5,4.5,"t"
48,"Shared",1,1,1,7,2,5,4.83,"f"
281,"Shared",1,1,1,48,2,4.82,4.55,"f"
165,"Shared",1,1,1,56,2,4.87,4.96,"t"
163,"Shared",1,1,1,56,2,4.93,5,"t"
171,"Entire",1,1,1,63,2,4.33,5,"f"
256,"Shared",2,2,2,28,4,4.94,4.97,"t"
91,"Entire",1,2,1,64,2,5,5,"f"
364,"Entire",2,4,2,46,4,4.94,5,"t"
270,"Entire",2,2,1,69,4,4.75,5,"f"
100,"Shared",1,1,1,44,2,4.98,4.98,"t"
123,"Entire",1,2,1,49,3,5,5,"f"
665,"Entire",5,5,3.5,56,10,4.73,5,"t"
106,"Shared",1,1,1,14,2,4.79,4.93,"f"
100,"Shared",1,1,1,17,2,4.91,4.95,"f"
58,"Shared",1,2,3,68,4,3,2,"f"
77,"Shared",1,1,1,34,2,4.88,5,"t"
85,"Shared",1,1,2,62,2,4.91,5,"t"
260,"Entire",2,2,2,28,4,4.71,4.94,"f"
196,"Entire",1,2,1,48,3,4.44,4.78,"t"
380,"Entire",3,3,2.5,67,5,4.88,4.96,"t"
55,"Shared",1,1,1,23,1,5,5,"f"
129,"Entire",2,3,1,56,6,5,5,"t"
279,"Entire",1,1,1,63,2,5,5,"f"
382,"Entire",3,4,1.5,65,7,5,5,"f"
51,"Shared",1,1,1,9,2,4.74,5,"t"
185,"Entire",2,2,1,47,5,5,5,"f"
117,"Entire",2,2,2,58,2,5,5,"f"
465,"Entire",3,4,1.5,51,6,4.94,5,"t"
130,"Shared",1,1,2,41,2,4.92,5,"t"
143,"Shared",1,1,1,64,2,4.93,4.97,"t"
93,"Shared",1,1,1,42,2,5,5,"t"
85,"Shared",1,1,1,12,1,5,5,"f"
99,"Entire",1,1,1,45,2,5,5,"t"
150,"Shared",1,1,1,64,2,5,5,"t"
282,"Entire",2,2,1,44,6,4.68,4.57,"f"
88,"Entire",1,2,1,38,4,4.33,4.83,"f"
191,"Entire",1,1,1,40,2,5,5,"f"
146,"Entire",1,5,1,16,4,4.67,5,"f"
30,"Shared",1,1,1,24,1,3.25,4.75,"f"
33,"Shared",1,1,1,24,1,3,5,"f"
55,"Shared",1,1,1.5,31,2,4.88,4.79,"f"
80,"Shared",1,1,1,44,2,4.67,4.67,"f"
379,"Entire",2,4,2,74,5,4.84,4.84,"t"
80,"Shared",1,1,1,12,1,4.4,5,"f"
429,"Entire",3,5,2,34,6,4.78,4.98,"t"
141,"Shared",1,1,1,44,2,4.86,4.93,"t"
528,"Entire",2,3,2,51,5,5,5,"t"
400,"Entire",4,4,3,63,9,4.85,5,"t"
95,"Shared",1,1,1,30,3,4.86,5,"t"
99,"Shared",1,1,1,17,2,4.25,4.5,"f"
169,"Entire",1,1,1,59,2,4.33,5,"t"
124,"Shared",1,2,1,49,4,5,5,"t"
260,"Entire",3,3,2,35,5,4.95,4.95,"t"
300,"Entire",2,2,1.5,43,4,4.93,4.86,"f"
349,"Entire",3,4,2,68,5,4.92,5,"t"
60,"Shared",1,1,1,41,2,4.42,4.78,"f"
63,"Entire",1,1,1,26,2,3.67,4.33,"f"
332,"Entire",1,2,1,42,4,4.77,4.85,"f"
151,"Shared",1,3,1.5,46,6,4.95,5,"t"
84,"Shared",1,1,1,26,2,4.89,4.77,"t"
226,"Entire",3,3,2,36,5,4.52,4.87,"f"
93,"Shared",1,1,1,24,2,4.78,4.84,"t"
64,"Shared",1,1,1,20,2,4.88,4.98,"t"
95,"Shared",1,1,1,44,1,5,5,"f"
175,"Entire",2,2,1,48,4,4.55,5,"f"
386,"Entire",1,1,1,45,2,4.42,4.83,"f"
150,"Entire",2,2,1.5,15,4,5,5,"f"
438,"Shared",2,3,2,64,6,4.87,5,"t"
518,"Entire",4,4,3.5,58,9,5,4.97,"t"
140,"Shared",1,0,1,55,2,4.94,4.97,"t"
250,"Entire",3,4,2.5,47,9,4.5,4.6,"f"
429,"Entire",2,3,1,49,6,4,4.56,"f"
284,"Entire",1,1,1,81,3,4.96,5,"t"
312,"Entire",2,2,2,68,4,4.7,4.96,"t"
120,"Entire",1,2,1,38,3,5,5,"t"
253,"Entire",1,1,1,48,2,5,5,"f"
95,"Shared",1,1,1,46,2,4.94,4.94,"t"
175,"Entire",3,4,2.5,51,7,4.67,5,"f"
198,"Entire",2,2,2,56,3,5,5,"t"
211,"Entire",2,3,1,49,4,5,5,"t"
54,"Entire",1,1,1,25,2,4.96,4.87,"f"
240,"Entire",1,2,1,54,4,5,5,"f"
258,"Entire",1,2,1,71,3,5,5,"t"
89,"Shared",1,1,2,62,2,4.85,4.98,"t"
52,"Shared",1,1,1,31,2,3.87,4.67,"f"
191,"Shared",1,2,1,35,3,4.11,4.44,"f"
79,"Shared",1,1,1,38,1,4.97,4.97,"t"
81,"Shared",1,1,1.5,43,2,4.82,4.97,"t"
250,"Entire",4,4,2.5,44,8,5,5,"t"
999,"Shared",1,4,3.5,84,8,5,4.75,"f"
209,"Shared",1,3,1,33,5,4.7,4.85,"t"
53,"Shared",1,1,1,7,2,4.31,4.85,"f"
150,"Shared",1,1,1,20,2,4.83,5,"f"
216,"Shared",1,1,1,55,3,4.88,4.95,"t"
391,"Entire",2,2,1,44,4,4.78,5,"t"
38,"Entire",1,1,1,42,2,5,5,"f"
179,"Entire",2,3,2,38,4,4,4,"f"
163,"Shared",2,2,1,33,4,4.83,5,"t"
479,"Entire",2,2,2,62,6,4.84,4.97,"t"
700,"Entire",4,4,2.5,71,8,4.9,4.9,"t"
36,"Shared",1,1,1.5,21,2,5,5,"t"
386,"Entire",6,6,2.5,51,12,5,5,"t"
62,"Shared",1,1,1.5,30,2,4.33,5,"f"
413,"Entire",6,6,2.5,52,12,4.69,5,"f"
215,"Entire",1,1,1,76,2,5,5,"t"
98,"Shared",1,1,1,42,3,4.81,4.9,"f"
200,"Entire",2,2,1,35,2,5,5,"f"
729,"Entire",5,5,3.5,37,8,4.67,5,"t"
118,"Shared",1,1,1,38,2,4.95,4.98,"t"
239,"Entire",2,2,1,49,5,4.96,4.91,"f"
75,"Shared",1,1,1,18,3,4.75,4.63,"f"
292,"Entire",1,1,1,50,2,4.92,5,"t"
548,"Entire",3,4,2,48,6,5,4.85,"t"
326,"Entire",1,3,1,40,5,4.61,4.67,"f"
342,"Entire",2,3,2,51,5,4.89,5,"t"
115,"Entire",2,2,1,55,4,5,5,"t"
414,"Entire",2,3,2,46,6,5,5,"f"
175,"Entire",1,2,1,35,3,4.91,5,"t"
521,"Entire",2,2,2,58,5,4.42,4.92,"f"
210,"Entire",2,2,1,42,4,4.9,4.61,"t"
102,"Entire",1,1,1,36,2,4.37,4.93,"t"
439,"Entire",2,2,1.5,43,5,4.54,4.77,"f"
54,"Shared",1,1,1,14,2,4.61,4.84,"t"
54,"Shared",1,1,1,11,1,4.75,4.86,"t"
247,"Entire",2,3,2,50,6,5,4.93,"t"
569,"Entire",4,7,2,55,14,4.37,5,"f"
261,"Entire",2,3,2,41,5,5,5,"t"
542,"Entire",2,2,2,16,4,4.5,4.5,"t"
235,"Entire",1,1,1,57,2,4.8,4.9,"f"
68,"Entire",1,1,1,21,2,4.75,5,"f"
109,"Shared",1,1,1,42,2,4.92,5,"t"
300,"Entire",2,3,2,56,4,5,5,"f"
282,"Entire",2,2,1,49,5,4.68,4.51,"f"
189,"Entire",1,1,1,53,2,5,5,"f"
157,"Entire",1,2,1,47,3,5,5,"f"
415,"Entire",2,3,2,55,6,4.2,4.4,"t"
261,"Entire",3,4,1,24,8,5,4.93,"f"
539,"Entire",3,3,2,57,4,3.5,4,"f"
115,"Entire",1,1,1,47,4,5,5,"f"
642,"Entire",3,3,3.5,71,6,5,5,"f"
125,"Entire",1,1,1,56,2,4.86,4.82,"t"
225,"Entire",3,4,2,50,6,4.99,4.99,"t"
169,"Entire",1,3,1,38,4,4.73,5,"t"
264,"Entire",3,3,2,9,6,4.22,4.56,"f"
180,"Entire",1,3,1,37,4,5,5,"t"
280,"Entire",3,3,1.5,36,6,5,5,"f"
360,"Entire",2,2,2,45,4,5,5,"f"
191,"Shared",1,1,1,41,4,4.86,4.94,"t"
67,"Shared",1,1,3,77,3,3,2.75,"f"
128,"Entire",1,2,1,38,3,5,5,"f"
129,"Shared",1,1,1,20,1,5,5,"t"
124,"Entire",1,1,1,26,2,4,4,"f"
136,"Shared",1,2,1,64,2,5,5,"t"
153,"Shared",1,1,1,64,2,4.96,4.93,"t"
306,"Shared",1,2,1,41,4,4.89,5,"f"
150,"Shared",1,1,1,64,2,4.95,5,"t"
176,"Entire",2,2,2,25,4,4.85,5,"t"
205,"Entire",2,2,2,43,4,4.91,4.97,"t"
200,"Entire",2,2,1,36,3,4.2,4.6,"f"
50,"Shared",1,1,1,45,1,5,5,"f"
150,"Entire",2,2,1,45,4,4.5,4,"f"
150,"Entire",1,2,1,32,2,5,5,"t"
149,"Shared",1,1,1,63,2,4.95,5,"t"
170,"Entire",4,4,2,80,6,5,5,"t"
250,"Entire",4,4,3,46,8,4,4.63,"f"
180,"Entire",3,3,2,40,6,4,4.5,"f"
150,"Entire",2,2,1,49,4,5,4.75,"f"
440,"Entire",1,1,1,37,2,5,5,"f"
185,"Entire",1,1,1,58,3,5,5,"f"
200,"Entire",2,2,2.5,55,4,5,5,"f"
623,"Shared",1,2,1,55,2,4.85,5,"t"
153,"Entire",1,2,1,58,2,5,5,"f"
139,"Entire",2,2,1,43,3,5,5,"t"
60,"Entire",1,1,1,18,1,4.67,5,"t"
123,"Entire",2,2,1,51,3,4,3.5,"f"
42,"Shared",1,1,1,26,1,4.22,4.78,"f"
119,"Entire",1,1,1,48,2,4.23,3.92,"f"
921,"Entire",2,3,2,52,6,5,4.67,"f"
364,"Entire",2,2,2,26,5,4.25,3.56,"f"
75,"Shared",1,1,1,41,1,4.75,4.75,"f"
252,"Entire",3,3,2.5,37,7,5,5,"f"
436,"Entire",2,2,2,43,4,4,4,"f"
227,"Entire",2,3,1,31,4,4.81,4.94,"f"
831,"Entire",5,7,3,36,14,4.86,4.86,"t"
62,"Shared",1,1,1,38,1,4.5,5,"f"
249,"Entire",1,1,1,58,3,4.8,5,"t"
85,"Shared",1,1,1,31,2,4.9,4.9,"t"
110,"Shared",1,1,1,43,3,4.97,4.97,"t"
333,"Entire",2,2,1,52,3,4.93,4.87,"t"
193,"Shared",1,3,1,49,6,4.95,4.95,"t"
249,"Shared",1,1,1,37,2,4.77,4.83,"t"
350,"Entire",4,4,1,42,7,5,4.86,"t"
65,"Entire",1,1,1,16,2,5,5,"t"
166,"Entire",2,2,1,43,4,4.68,4.91,"t"
86,"Shared",1,1,1,11,2,4.75,5,"f"
193,"Entire",3,4,1,64,6,4.98,5,"t"
225,"Entire",2,3,1,65,5,4,5,"t"
53,"Shared",1,1,1,39,2,4.69,4.93,"t"
622,"Entire",2,2,2,36,6,5,5,"t"
77,"Shared",1,1,1,57,2,4.39,4.79,"t"
416,"Entire",3,3,2.5,39,6,4.79,4.89,"t"
350,"Entire",3,3,2,39,6,5,5,"f"
99,"Entire",2,2,2,46,4,4.95,5,"t"
110,"Shared",1,1,2,35,1,5,5,"f"
465,"Entire",2,2,2,63,4,5,5,"f"
149,"Shared",1,1,1,43,2,4.93,5,"t"
202,"Entire",2,2,1,50,4,5,5,"f"
150,"Entire",2,2,2,30,4,4.5,5,"f"
457,"Entire",4,4,3.5,71,5,5,5,"f"
300,"Entire",1,1,1,56,2,5,5,"f"
100,"Shared",1,1,1,29,2,4.96,4.96,"t"
275,"Entire",1,1,1,46,3,5,5,"t"
228,"Shared",1,1,1,16,2,4.9,5,"t"
165,"Entire",1,1,1,56,2,4.62,4.92,"f"
80,"Entire",1,1,1,30,2,5,4.33,"f"
124,"Entire",1,2,1,35,4,5,5,"t"
155,"Entire",2,2,1,53,4,5,5,"f"
85,"Entire",1,2,1,37,3,5,5,"f"
180,"Entire",2,2,1,41,4,4.11,4.78,"f"
499,"Entire",2,2,2,9,4,4.63,5,"f"
581,"Entire",2,2,2,39,8,4.91,5,"t"
407,"Entire",2,2,1,70,4,4.25,5,"f"
552,"Entire",1,3,1,21,3,4.6,5,"t"
53,"Shared",1,1,1,39,2,4.65,4.88,"t"
250,"Entire",1,1,1,40,2,5,5,"f"
199,"Entire",1,1,1,42,2,4.86,4.86,"t"
190,"Entire",2,1,2,48,2,4,5,"f"
190,"Entire",3,3,2.5,30,5,5,5,"f"
93,"Entire",1,4,1,50,4,5,5,"t"
385,"Entire",1,1,1.5,24,2,4.8,5,"f"
175,"Shared",1,1,1,42,3,4.98,4.98,"t"
129,"Shared",1,1,1,54,2,4.75,5,"t"
80,"Shared",1,2,1,22,3,4.7,4.78,"f"
29,"Shared",1,1,1,24,1,4.5,5,"f"
47,"Shared",1,1,0.5,11,1,3,4,"f"
150,"Shared",1,1,1,31,2,4.76,4.88,"f"
389,"Entire",2,2,2,45,4,4.71,4.97,"t"
151,"Entire",2,2,2,26,4,4,5,"f"
428,"Entire",3,3,2,62,8,4.67,4.89,"f"
384,"Entire",2,3,1,39,5,4.29,4.86,"f"
373,"Entire",3,5,1.5,45,7,5,5,"t"
80,"Shared",1,1,1.5,29,2,4,5,"t"
550,"Entire",2,3,2,42,5,4.57,4.57,"f"
165,"Entire",2,2,1,53,3,5,5,"t"
245,"Entire",1,1,1,48,1,4.67,4.33,"f"
600,"Entire",1,2,1,44,3,5,5,"f"
75,"Shared",1,1,1,45,2,4.67,4.83,"f"
280,"Entire",1,1,1,48,2,4.25,4.5,"f"
99,"Shared",1,1,2,49,2,4,3,"f"
471,"Entire",1,2,1,39,3,4.85,4.92,"t"
550,"Entire",1,1,1,58,2,4.92,4.95,"t"
130,"Entire",1,1,1,31,2,5,5,"t"
414,"Entire",2,3,1,39,6,4.08,4.5,"f"
70,"Shared",1,1,1,44,2,5,5,"f"
436,"Entire",2,3,2,55,6,4,4,"t"
429,"Entire",2,2,2,43,4,3.88,3.88,"f"
510,"Entire",2,2,2,33,4,4.38,5,"f"
80,"Shared",1,1,1.5,19,4,5,5,"f"
250,"Entire",2,2,1,58,4,5,5,"f"
70,"Entire",1,2,1,22,2,5,5,"t"
479,"Entire",2,2,2,46,4,4.1,4.3,"f"
278,"Entire",1,1,1,25,2,4.81,4.93,"t"
450,"Entire",1,2,1.5,38,3,4.48,4.48,"f"
75,"Shared",1,1,2,17,1,5,5,"t"
133,"Entire",3,4,1,30,6,5,5,"f"
127,"Entire",1,1,1,46,2,4,5,"f"
129,"Entire",1,1,1,12,2,3,3.5,"f"
180,"Entire",1,2,1,11,4,4.86,4.57,"f"
219,"Entire",5,4,2,14,10,4.5,4.83,"f"
250,"Entire",1,1,1,40,2,4.56,4.33,"f"
393,"Entire",3,5,1.5,71,6,4.88,4.88,"f"
160,"Entire",1,1,1,44,2,4.83,5,"t"
182,"Shared",1,2,1,30,4,5,4.91,"t"
119,"Shared",1,1,1,29,2,4.83,4.91,"f"
68,"Shared",1,1,1,20,2,4.25,4.92,"f"
210,"Entire",1,1,1,43,2,4.83,5,"f"
119,"Shared",1,1,1,29,2,4.47,4.65,"f"
190,"Entire",1,1,1,47,2,4.78,4.89,"t"
159,"Shared",1,1,1,29,2,4.76,4.82,"f"
159,"Shared",1,2,1,29,3,4.86,5,"f"
480,"Entire",4,5,2,52,9,4.67,5,"f"
90,"Shared",1,1,2,34,1,3,4,"f"
102,"Shared",1,1,1,27,2,4.9,4.82,"t"
71,"Shared",1,1,1,29,2,4.74,4.97,"t"
74,"Shared",1,1,1,42,2,3.75,4.5,"f"
59,"Shared",1,1,1,33,4,4.5,5,"t"
106,"Shared",1,1,1,11,2,4.85,5,"t"
109,"Shared",1,2,1,50,3,4.74,4.96,"f"
35,"Shared",1,1,1,15,1,3,4,"f"
50,"Entire",1,2,1,16,2,5,5,"f"
153,"Shared",1,1,1,37,2,4.8,4.93,"t"
125,"Entire",1,1,1,11,2,4.5,5,"f"
386,"Entire",4,4,2,46,8,4.75,4.92,"f"
230,"Entire",2,2,1,47,4,4.88,5,"t"
350,"Entire",1,1,1,56,3,5,5,"f"
582,"Entire",3,3,2,54,6,4.53,4.87,"t"
153,"Shared",1,1,1,35,2,4.89,5,"t"
162,"Shared",1,1,1,38,2,4.89,4.89,"t"
284,"Entire",1,1,1,47,2,4.36,4.82,"f"
117,"Entire",1,2,1,31,3,5,5,"f"
59,"Shared",1,1,1,19,2,3,4,"f"
374,"Entire",1,1,1,47,2,4.88,4.94,"f"
431,"Entire",2,3,1.5,40,4,4.5,4.83,"f"
61,"Shared",1,1,1,49,2,5,5,"f"
389,"Entire",2,3,1.5,39,5,3.86,4.43,"f"
225,"Entire",2,2,2,49,4,5,5,"f"
60,"Shared",1,1,1,49,2,4,5,"f"
147,"Entire",1,1,1,14,2,4.88,4.88,"t"
327,"Entire",1,2,1,39,3,4.5,4.63,"f"
142,"Entire",1,1,1,44,2,5,5,"f"
440,"Shared",1,2,2.5,47,6,4.7,5,"f"
73,"Shared",1,1,1,21,1,4.5,4.69,"t"
109,"Shared",1,1,1,41,2,4.92,4.91,"t"
82,"Shared",1,2,1,47,3,4.78,4.91,"t"
31,"Shared",1,1,1,29,1,3.5,5,"f"
170,"Entire",1,1,1,43,2,4.5,4.5,"f"
589,"Entire",2,2,2,58,4,4.69,4.77,"f"
42,"Shared",1,1,1,32,1,5,5,"t"
599,"Entire",3,3,1.5,23,6,5,5,"f"
326,"Entire",1,2,1,45,3,4.89,4.78,"f"
55,"Shared",1,1,1,14,2,5,5,"f"
442,"Entire",1,1,1,57,2,4.98,4.93,"t"
400,"Entire",2,2,2,39,4,5,5,"t"
90,"Shared",1,3,3.5,75,5,2,1.67,"f"
763,"Entire",2,2,2,44,5,4.11,4.33,"f"
65,"Shared",1,1,1.5,28,2,5,5,"t"
88,"Shared",1,1,1.5,36,2,5,5,"f"
459,"Entire",3,4,2.5,66,8,5,5,"t"
61,"Shared",1,1,1,11,2,3.5,3.5,"f"
119,"Entire",1,1,1,40,1,5,5,"f"
186,"Entire",1,2,1,46,3,4.89,4.56,"t"
136,"Entire",1,1,1,20,2,4.8,4.4,"f"
400,"Entire",3,4,2.5,39,6,5,5,"f"
288,"Entire",1,2,1,53,3,4.89,4.97,"t"
46,"Shared",1,1,1.5,30,2,5,5,"f"
342,"Entire",1,2,1,45,3,4.56,4.94,"t"
130,"Entire",2,2,1,37,4,5,5,"f"
193,"Entire",2,2,2,34,3,4.77,5,"t"
325,"Entire",2,2,1,43,4,4.53,4.88,"f"
79,"Shared",1,1,1,43,2,3.83,4.83,"f"
162,"Shared",1,2,1,49,4,4.92,4.94,"t"
165,"Entire",2,2,1,42,4,5,5,"t"
272,"Entire",1,2,1,51,3,4.8,5,"t"
180,"Entire",3,3,1,36,6,4.8,5,"f"
439,"Entire",4,4,3.5,58,8,5,5,"f"
129,"Entire",1,1,1,40,2,5,5,"f"
244,"Entire",2,2,1,32,4,4.98,4.98,"t"
265,"Entire",1,2,1,47,3,4.44,4.31,"f"
200,"Entire",1,3,1,51,4,4.36,5,"f"
86,"Shared",1,1,1,28,2,4.81,4.78,"t"
66,"Entire",1,2,1,53,2,5,5,"t"
178,"Entire",2,2,1,46,4,5,5,"f"
115,"Entire",2,2,1,35,4,5,5,"t"
75,"Shared",1,1,1.5,30,1,4.8,4.93,"t"
439,"Entire",3,3,2,63,5,5,4.94,"f"
90,"Shared",1,1,1.5,50,2,4.96,4.96,"t"
72,"Shared",1,1,1.5,40,2,5,5,"t"
42,"Shared",1,7,2,21,2,5,5,"f"
369,"Entire",2,4,1,62,4,5,5,"t"
74,"Shared",1,1,1.5,40,2,4,4.5,"t"
170,"Entire",3,4,1,19,6,4.33,5,"f"
220,"Shared",1,1,1,20,4,4.55,4.36,"f"
99,"Shared",1,1,1,21,2,5,5,"f"
693,"Entire",3,3,2,38,6,4.5,4.85,"t"
410,"Entire",1,2,1,64,4,5,5,"f"
416,"Entire",4,5,2,48,7,4.77,4.89,"f"
72,"Shared",1,1,1.5,42,2,5,5,"t"
200,"Entire",3,4,1,36,8,4.63,4.63,"f"
289,"Entire",1,1,1,24,3,3.8,5,"f"
100,"Shared",1,1,1,21,2,4.81,4.89,"t"
75,"Shared",1,1,1,40,2,4.83,5,"t"
175,"Entire",2,2,1,54,4,5,5,"f"
127,"Shared",1,1,1,55,2,5,5,"t"
156,"Entire",1,1,1,36,2,4.89,5,"t"
89,"Entire",1,1,1,63,2,5,5,"f"
159,"Entire",2,2,2,19,4,5,5,"t"
249,"Entire",1,2,1,45,4,4.97,4.86,"t"
322,"Shared",1,1,1,37,2,4.44,4.83,"f"
250,"Entire",2,2,1,62,4,1,1,"f"
432,"Entire",2,3,2,43,5,4.71,4.92,"t"
296,"Entire",1,3,1,54,4,4.8,4.8,"f"
220,"Entire",2,4,2,29,6,4.89,5,"t"
140,"Entire",1,1,1,51,2,4.23,5,"f"
514,"Entire",3,3,2.5,60,6,4.9,5,"t"
235,"Entire",2,2,1,51,5,5,5,"f"
168,"Entire",1,1,1,44,2,4.96,5,"f"
270,"Entire",3,2,2,59,5,3.45,4.27,"f"
586,"Entire",2,4,2,73,8,4.86,4.94,"t"
293,"Entire",4,5,2,48,6,4.92,5,"t"
156,"Entire",1,2,1,53,3,4,5,"f"
149,"Entire",1,1,1,32,2,4.84,4.95,"f"
104,"Shared",1,1,1,64,2,5,5,"f"
129,"Entire",2,2,1,37,4,5,5,"f"
77,"Shared",1,1,1,59,2,4.8,4.92,"t"
160,"Entire",1,1,1,46,2,5,5,"t"
135,"Entire",1,1,1,18,2,5,5,"f"
99,"Shared",1,1,1,19,2,5,5,"f"
89,"Shared",1,1,1,17,2,4,4,"f"
438,"Entire",1,6,3.5,7,12,4,4.75,"f"
70,"Shared",1,1,1.5,17,2,4.5,4.5,"f"
300,"Entire",3,3,3,19,7,5,5,"f"
96,"Entire",1,1,1,50,2,5,4.5,"t"
154,"Entire",3,3,2,67,7,4.67,5,"t"
65,"Shared",1,1,1,33,2,4.9,4.94,"t"
225,"Entire",2,2,1.5,50,4,4.67,5,"f"
101,"Shared",1,1,1,58,4,4.88,4.9,"t"
104,"Shared",1,1,1,54,2,5,5,"t"
200,"Entire",1,1,1,12,2,5,5,"f"
393,"Entire",1,1,1,59,2,4.89,5,"f"
102,"Shared",1,1,2,30,2,4.83,5,"f"
100,"Entire",1,2,1,48,2,4.95,5,"t"
250,"Entire",5,6,3.5,49,8,5,5,"t"
58,"Shared",1,1,1,10,2,5,4.93,"t"
150,"Entire",2,2,2,48,4,4.8,5,"f"
107,"Shared",1,1,1,46,1,4.94,4.98,"t"
485,"Entire",2,2,1.5,18,2,5,5,"f"
604,"Entire",3,3,2,57,6,5,5,"t"
200,"Entire",2,2,2,42,4,4.23,4.83,"f"
69,"Shared",1,1,1,56,2,4.82,4.92,"t"
307,"Entire",1,2,1,32,3,4.43,4.62,"f"
33,"Shared",1,1,1,40,1,5,5,"t"
50,"Shared",1,1,1,53,1,5,5,"f"
148,"Shared",1,1,1,50,2,4.69,4.92,"t"
88,"Shared",1,1,1,31,2,4.84,5,"t"
160,"Entire",2,3,1,41,3,4.87,4.87,"t"
168,"Entire",1,1,1,38,2,5,5,"f"
179,"Entire",1,2,1,28,4,4.76,4.94,"f"
588,"Entire",4,5,4,55,6,5,5,"f"
100,"Entire",1,1,1,26,2,5,5,"t"
247,"Entire",1,1,1,27,2,4.88,4.92,"t"
91,"Shared",1,1,1,29,2,4.83,4.96,"t"
152,"Entire",2,2,1.5,48,4,4.71,4.97,"t"
56,"Shared",1,1,1,39,1,4.5,5,"t"
55,"Shared",1,1,1,39,1,5,5,"t"
200,"Shared",1,2,1.5,18,4,5,5,"t"
307,"Entire",2,2,2,50,4,4.71,4.86,"f"
